smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
CNC(=O)Nc1ccc2c(c1)nc(-c1ccccc1)n2C,<bos>,C,<4>,c1ccc2[nH]cnc2c1,<0>,<5>,(,<0>,c1ccccc1,),N,C=O,N,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COCCN(C)C(=O)C1(C)Sc2ccccc2NC1=O,<bos>,C,<2>,O=C1CSc2ccccc2N1,<2>,C=O,N,(,C,),C,C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)C1CCN(C(=O)CNc2ccccc2Cl)CC1,<bos>,C,C,O,C=O,<0>,C1CCNCC1,<3>,C=O,C,N,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)CC(=O)NCc1ccc(Cn2ccnc2)cc1,<bos>,C,C,(,C,),C,C=O,N,C,<0>,c1ccccc1,<3>,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,
CN(C)c1cccc(C(=O)Nc2ccc3cn[nH]c3c2)c1,<bos>,C,N,(,C,),<0>,c1ccccc1,<4>,C=O,N,<1>,c1ccc2[nH]ncc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C)c(CC)c1NC(=O)NCc1cccnc1OC(C)C,<bos>,C,C,<0>,c1ccccc1,<5>,<4>,(,C,C,),<3>,(,C,),N,C=O,N,C,<1>,c1ccncc1,<2>,O,C,(,C,),C,<eos>,,,,,,,,,
CCc1nn(CC)cc1C(=O)Nc1cc(-c2nc(C3CC3)n[nH]2)ccc1F,<bos>,C1CC1,<0>,<0>,c1nc[nH]n1,<2>,<0>,c1ccccc1,<4>,<3>,(,F,),N,C=O,<0>,c1cn[nH]c1,<1>,<3>,(,C,C,),C,C,<eos>,,,,,,,,,,,,
CCc1[nH]c(=O)c(-c2nccnc2NC)c(C)c1C,<bos>,C,C,<5>,O=c1cccc[nH]1,<2>,<4>,(,C,),<3>,(,C,),<4>,c1cnccn1,<3>,N,C,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1cccc(NC(=O)Cn2ncn(C)c2=O)c1C,<bos>,C,C=O,<0>,c1ccccc1,<4>,<5>,(,C,),N,C=O,C,<5>,O=c1[nH]cn[nH]1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)c1cccc(NC(=O)Nc2cnn(C)c2)c1,<bos>,C,N,(,C,),C=O,<4>,c1ccccc1,<0>,N,C=O,N,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
CC(O)(CNC(=O)N(Cc1ccc(Cl)cc1F)CC1CC1)C1CC1,<bos>,C,C,(,O,),(,<0>,C1CC1,),C,N,C=O,N,(,C,<0>,C1CC1,),C,<3>,c1ccccc1,<4>,<0>,(,Cl,),F,<eos>,,,,,,,,,
CC(C)OC(=O)c1cccc(CNC(=O)C(C)C)c1,<bos>,C,C,(,C,),O,C=O,<0>,c1ccccc1,<4>,C,N,C=O,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)c1ccc(C(C)Oc2cc(C)ccc2N)o1,<bos>,N,<3>,c1ccccc1,<4>,<0>,(,C,),O,C,(,C,),<2>,c1ccoc1,<4>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,
C#CCNC(=O)N1CCN(C(=O)Nc2ccccc2)CC1,<bos>,C#C,<0>,C,N,C=O,<2>,C1CNCCN1,<5>,C=O,N,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NC(=O)NCCNC(=O)c1cccc(F)c1,<bos>,C,C,(,C,),N,C=O,N,C,C,N,C=O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1oc2ncn(CC(=O)Nc3ccccc3F)c(=O)c2c1C,<bos>,C,<7>,O=c1[nH]cnc2occc12,<2>,<8>,(,C,),C,C=O,N,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,
FC(F)(F)c1ccc(NCCCn2cncn2)nc1,<bos>,F,C,(,F,),(,F,),<1>,c1ccncc1,<4>,N,C,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,,
COC(=O)Nc1ccc(C(=O)NC2CCCCC2SC)cc1,<bos>,C,O,C=O,N,<0>,c1ccccc1,<3>,C=O,N,<0>,C1CCCCC1,<5>,S,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC=CCNC(=O)Nc1cc(C(=O)N(C)C)ccc1C,<bos>,C,N,(,C,),C=O,<0>,c1ccccc1,<4>,<3>,(,C,),N,C=O,N,C,<1>,C=C,<0>,C,<eos>,,,,,,,,,,,,,,,
CCC(C)NC(=O)Nc1ccccc1C(=O)N1CCC(O)C1,<bos>,C,C,C,(,C,),N,C=O,N,<5>,c1ccccc1,<0>,C=O,<3>,C1CCNC1,<0>,O,<eos>,,,,,,,,,,,,,,,,,,,
CCCCn1c(=O)[nH]c2cc(C(=O)N3CCC3)ccc2c1=O,<bos>,C,C,C,C,<2>,O=c1[nH]c(=O)c2ccccc2[nH]1,<8>,C=O,<2>,C1CNC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)n(CC(=O)c2ccc(Cn3cccn3)cc2)n1,<bos>,C,<1>,c1cn[nH]c1,<3>,<4>,(,C,),C,C=O,<0>,c1ccccc1,<3>,C,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1nn(-c2ccccc2)c2c1C(CCC#N)CCC2,<bos>,C,<0>,c1n[nH]c2c1CCCC2,<5>,<2>,(,<0>,c1ccccc1,),C,C,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(C)NC(=O)c2cnn(CC)c2)cc1,<bos>,C,C,<0>,c1ccccc1,<3>,C,(,C,),N,C=O,<0>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCCn1nccc1NC(=O)N1CCc2c(Cl)cccc2C1,<bos>,C,C,C,<3>,c1cn[nH]c1,<4>,N,C=O,<8>,c1ccc2c(c1)CCNC2,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ccc(C(=O)NCCc2ccccc2F)cc1,<bos>,C,C,<0>,c1ccccc1,<3>,C=O,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(CC1CCOC1)NCc1ccc(N2CCCCC2=O)cc1,<bos>,C1CCOC1,<0>,C,C=O,N,C,<0>,c1ccccc1,<3>,<6>,O=C1CCCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCn1nc(C(=O)NCC2(c3ccccc3)CCC2)ccc1=O,<bos>,C,C,<6>,O=c1cccn[nH]1,<4>,C=O,N,C,<0>,C1CCC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)nc(N2CCN(C(C)C(=O)NCC(C)(C)C)CC2)n1,<bos>,C,<1>,c1cncnc1,<3>,<5>,(,C,),<5>,C1CNCCN1,<2>,C,(,C,),C=O,N,C,C,(,C,),(,C,),C,<eos>,,,,,,,,,,
NC(=O)C(CCc1ccccc1)C(=O)NCc1ccncc1,<bos>,c1ccccc1,<0>,C,C,C,(,C=O,N,),C=O,N,C,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC(C)NC(=O)CCNC(=O)c1ccc(-n2ccnn2)cc1,<bos>,C,C,C,(,C,),N,C=O,C,C,N,C=O,<0>,c1ccccc1,<3>,<2>,c1c[nH]nn1,<eos>,,,,,,,,,,,,,,,,,,,
CC1CCCN(C(=O)c2ccc(OCC(F)F)nc2)C1,<bos>,F,C,(,F,),C,O,<4>,c1ccncc1,<1>,C=O,<3>,C1CCNCC1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccc(F)cc1)N1CCC(O)(c2ccccc2)CC1,<bos>,c1ccccc1,<0>,<0>,C1CCNCC1,<3>,<0>,(,O,),C=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC1CCN(C(=O)C(C)Sc2nncn2Cc2ccccc2)CC1,<bos>,C,<0>,C1CCNCC1,<3>,C=O,C,(,C,),S,<0>,c1nnc[nH]1,<4>,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc(Cn2cc(-c3ccc(Cl)c(Cl)c3)cn2)on1,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),<0>,c1cn[nH]c1,<3>,C,<4>,c1cnoc1,<1>,C,<eos>,,,,,,,,,,,,,,,,,,,,
Nc1cccc2c1OCCN2C(=O)Cc1cccnc1,<bos>,N,<2>,c1ccc2c(c1)NCCO2,<6>,C=O,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2nc3scc(-c4ccccc4OC)n3c2C#N)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<0>,c1cn2ccsc2n1,<3>,<1>,(,C#N,),<0>,c1ccccc1,<5>,O,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nn(C)cc1CC(CN(C)C(=O)OC(C)(C)C)N(C)C,<bos>,C,C,(,C,),(,C,),O,C=O,N,(,C,),C,C,(,N,(,C,),C,),C,<0>,c1cn[nH]c1,<3>,<1>,(,C,),C,<eos>,,,,
COc1ccc(CCC(C#N)C(=O)c2cccs2)cc1OC,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,O,C,),C,C,C,(,C#N,),C=O,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,
Cc1noc(-c2ccc(CCC(=O)Nc3cc(F)c(F)cc3F)cc2)n1,<bos>,F,<2>,c1ccccc1,<5>,<0>,(,F,),<3>,(,F,),N,C=O,C,C,<3>,c1ccccc1,<0>,<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,
CC(=O)c1ccc(NC(=O)NC(C)C(=O)N2CCCC(C)C2)cc1C,<bos>,C,C=O,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,N,C,(,C,),C=O,<3>,C1CCNCC1,<1>,C,<eos>,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCCC1c1cc(Cl)c2c(c1)OCO2,<bos>,Cl,<2>,c1ccc2c(c1)OCO2,<0>,<4>,C1CCNC1,<3>,O=[SH2]=O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1Cc2cc(NC(=O)c3cc(Br)cs3)ccc2N1,<bos>,Br,<0>,c1ccsc1,<2>,C=O,N,<5>,O=C1Cc2ccccc2N1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CSc1nnc(-c2ccc(F)cc2)o1)NCc1ccco1,<bos>,F,<3>,c1ccccc1,<0>,<3>,c1nnco1,<0>,S,C,C=O,N,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
C=CCN(CC(C)=CC)C(=O)Nc1cc(OC)cc2cccnc12,<bos>,C,O,<0>,c1ccc2ncccc2c1,<2>,N,C=O,N,(,C,<0>,C=C,),C,<0>,C=C,C,C,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)Nc1ccc(C(=O)NCCCOCC(F)(F)F)cc1,<bos>,F,C,(,F,),(,F,),C,O,C,C,C,N,C=O,<3>,c1ccccc1,<0>,N,C=O,C,<eos>,,,,,,,,,,,,,,,
CCN(C(=O)c1ncnc2c(C)c[nH]c12)C1CC1,<bos>,C,C,N,(,<0>,C1CC1,),C=O,<2>,c1ncc2[nH]ccc2n1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCc1cc(Cn2c(C)c(CCO)c(=O)c3cc(C)ccc32)on1,<bos>,C,C,<1>,c1cnoc1,<4>,C,<4>,O=c1cc[nH]c2ccccc12,<2>,<8>,(,C,),<3>,(,C,),C,C,O,<eos>,,,,,,,,,,,,,,,,
CCNC(=O)CN(CC)c1cccc(C(=O)OC)c1,<bos>,C,O,C=O,<4>,c1ccccc1,<0>,N,(,C,C,),C,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cccc(C)c1NC(=O)c1cccc2c1OCCO2,<bos>,C,<0>,c1ccccc1,<5>,<4>,(,C,),N,C=O,<5>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Nc1ccccc1)C1CCCN1C(=O)c1ccc[nH]1,<bos>,c1ccccc1,<0>,N,C=O,<4>,C1CCNC1,<3>,C=O,<4>,c1cc[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CNc1nc(C)c(C(=O)NC2CCN(c3nccs3)CC2)s1,<bos>,C,N,<3>,c1cscn1,<1>,<0>,(,C,),C=O,N,<0>,C1CCNCC1,<3>,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCOc1cccc2cccnc12)c1ccccc1O,<bos>,O,<5>,c1ccccc1,<0>,C=O,N,C,C,O,<2>,c1ccc2ncccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COCC(C)NC(=O)NC(C)C1CCCO1,<bos>,C,C,(,<4>,C1CCOC1,),N,C=O,N,C,(,C,),C,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
COc1ccc(C)cc1NC(=O)c1ccccc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,C,),N,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCC(=O)N1CC(Oc2cc(C)cc(C)c2C)C1,<bos>,C,<0>,c1ccccc1,<4>,<2>,(,C,),<3>,(,C,),O,<0>,C1CNC1,<2>,C=O,C,C,<eos>,,,,,,,,,,,,,,,,,
CSc1nc(C)nc(-c2ccc(C)cc2C)c1N,<bos>,C,S,<5>,c1cncnc1,<1>,<3>,(,C,),<0>,(,N,),<5>,c1ccccc1,<0>,<2>,(,C,),C,<eos>,,,,,,,,,,,,,,,
CCc1nc(CCNc2nncc(-c3ccccc3)n2)sc1C,<bos>,C,C,<0>,c1cscn1,<3>,<1>,(,C,),C,C,N,<4>,c1cnncn1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
CSc1ccc(Cl)c(C(=O)OCc2nnc(C)[nH]2)c1,<bos>,C,S,<0>,c1ccccc1,<4>,<3>,(,Cl,),C=O,O,C,<3>,c1nnc[nH]1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
OCC1NCCc2c(OC(F)(F)F)cc(O)cc21,<bos>,F,C,(,F,),(,F,),O,<5>,c1ccc2c(c1)CCNC2,<9>,<1>,(,O,),C,O,<eos>,,,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)N(C)Cc2cccnc2)cn1,<bos>,c1ccncc1,<1>,C,N,(,C,),C=O,N,<1>,c1ccncc1,<4>,O,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
OC(CNCc1ccccc1Cl)c1ccc(Cl)cc1,<bos>,Cl,<3>,c1ccccc1,<0>,C,(,O,),C,N,C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
CCc1cccc(C)c1NC(C)C(=O)Nc1ccccc1OC,<bos>,C,C,<0>,c1ccccc1,<5>,<4>,(,C,),N,C,(,C,),C=O,N,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
CC(C)Cn1ncc(C(=O)Nc2ccc(=O)n(C)c2)c1C1CC1,<bos>,C,C,(,C,),C,<3>,c1cn[nH]c1,<0>,<4>,(,<0>,C1CC1,),C=O,N,<4>,O=c1cccc[nH]1,<6>,C,<eos>,,,,,,,,,,,,,,,,
CC1CN(CC(O)COC(=O)c2cccc3c2OCCO3)CC(C)O1,<bos>,C,<1>,C1COCCN1,<5>,<3>,(,C,),C,C,(,O,),C,O,C=O,<5>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(CNC(=O)Nc2ccccc2OCC2CC2)cc1F,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,F,),C,N,C=O,N,<0>,c1ccccc1,<5>,O,C,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,
O=C(NC1CCOC2(CCCC2)C1)C1CCCN1c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,<3>,C1CCNC1,<4>,C=O,N,<1>,C1CCC2(CCCC2)OC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)N1CCN(C(=O)CN(C)c2ncnc3[nH]cnc23)CC1,<bos>,C,N,(,<2>,c1ncc2nc[nH]c2n1,),C,C=O,<5>,C1CNCCN1,<2>,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1ccc(F)c(NS(=O)(=O)c2ccccc2O)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,F,),N,O=[SH2]=O,<0>,c1ccccc1,<5>,O,<eos>,,,,,,,,,,,,,,,,,,,,,
COc1cc(-c2nc(CCO)cs2)cc(OC)c1OC,<bos>,C,O,<2>,c1ccccc1,<0>,<3>,(,O,C,),<4>,(,O,C,),<3>,c1cscn1,<0>,C,C,O,<eos>,,,,,,,,,,,,,,,
Cc1cc(C(=O)Nc2ccc(Cl)cc2Cl)nc(C)n1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),N,C=O,<5>,c1cncnc1,<1>,<3>,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,
CC(C(=O)N1CCN(Cc2cccnc2)CC1)c1cccs1,<bos>,C,C,(,<4>,c1ccsc1,),C=O,<2>,C1CNCCN1,<5>,C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCOc1ccc(OCCN2Cc3ncccc3C2=O)cc1,<bos>,C,C,O,<0>,c1ccccc1,<3>,O,C,C,<2>,O=C1NCc2ncccc21,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C(=O)N(C)C(C)c1cccnc1)N1CCN(C(=O)CO)CC1,<bos>,c1ccncc1,<1>,C,(,C,),N,(,C,),C=O,C,(,C,),<2>,C1CNCCN1,<5>,C=O,C,O,<eos>,,,,,,,,,,,,,,,
N=c1n(CC(N)=O)c2ccccc2n1Cc1ccccc1F,<bos>,F,<5>,c1ccccc1,<0>,C,<9>,N=c1[nH]c2ccccc2[nH]1,<2>,C,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(C2CN(C(=O)CCCn3cnnc3)C(C)CO2)cc1,<bos>,C,<3>,c1ccccc1,<0>,<1>,C1COCCN1,<5>,<4>,(,C,),C=O,C,C,C,<4>,c1nnc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(CCn1cncn1)Nc1ccc(Oc2ccc(F)cc2F)nc1,<bos>,F,<0>,c1ccccc1,<3>,<4>,(,F,),O,<4>,c1ccncc1,<1>,N,C=O,C,C,<3>,c1nc[nH]n1,<eos>,,,,,,,,,,,,,,,,,,
CC(C)(C#N)C(=O)NC1CCCCCC1NC(=O)C1CCCC1,<bos>,C,C,(,C,),(,C#N,),C=O,N,<0>,C1CCCCCC1,<6>,N,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,
CCOc1ncccc1CNC(=O)c1ccc(C#N)cc1F,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,C#N,),C=O,N,C,<1>,c1ccncc1,<2>,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1cn(-c2ccccc2)nc1C(=O)NCCc1ccc(F)c(F)c1,<bos>,C,<0>,c1cn[nH]c1,<1>,<3>,(,<4>,c1ccccc1,),C=O,N,C,C,<0>,c1ccccc1,<3>,<4>,(,F,),F,<eos>,,,,,,,,,,,,,,,
O=C(CS(=O)(=O)c1ccccc1)N1CCCc2ccccc21,<bos>,c1ccccc1,<0>,O=[SH2]=O,C,C=O,<9>,c1ccc2c(c1)CCCN2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(NC1CCCC1)c1csc(NCC2CCCO2)n1,<bos>,C1CCOC1,<4>,C,N,<3>,c1cscn1,<0>,C=O,N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
CCc1ncc2c(n1)CN(S(=O)(=O)c1cc(OC)c(OC)cc1C)C2,<bos>,C,O,<2>,c1ccccc1,<5>,<3>,(,O,C,),<0>,(,C,),O=[SH2]=O,<7>,c1ncc2c(n1)CNC2,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
Cc1cc2c(=O)n(CC(=O)c3cc(C)n(C4CC4)c3C)cnc2s1,<bos>,C,<2>,c1cc[nH]c1,<0>,<4>,(,C,),<3>,(,<0>,C1CC1,),C=O,C,<2>,O=c1[nH]cnc2sccc12,<7>,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CC1C=CCC1)N1CCN(c2ccc(O)cc2)CC1,<bos>,O,<3>,c1ccccc1,<0>,<5>,C1CNCCN1,<2>,C=O,C,<4>,C1=CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NC(C)S(=O)(=O)c2ccc(F)cc2)n(C)n1,<bos>,C,<1>,c1cn[nH]c1,<4>,<3>,(,C,),C=O,N,C,(,C,),O=[SH2]=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,
CN(Cc1ccoc1)C(=O)c1cccc(NC(=O)CC(C)(C)C)c1,<bos>,C,C,(,C,),(,C,),C,C=O,N,<4>,c1ccccc1,<0>,C=O,N,(,C,),C,<0>,c1ccoc1,<eos>,,,,,,,,,,,,,,
OCCCCN1CCCc2cc(Br)ccc21,<bos>,Br,<0>,c1ccc2c(c1)CCCN2,<9>,C,C,C,C,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCCCOc1ccc(CNC(=O)C2CC2C)cc1,<bos>,C,C,C,C,O,<0>,c1ccccc1,<3>,C,N,C=O,<0>,C1CC1,<2>,C,<eos>,,,,,,,,,,,,,,,,,,,,,
CC(=O)NCCCNC(=O)c1ccc(C)cc1C,<bos>,C,<0>,c1ccccc1,<3>,<4>,(,C,),C=O,N,C,C,C,N,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cccc(CN2CCN(C(=O)Cc3ccsc3)CC2)c1,<bos>,C,<0>,c1ccccc1,<4>,C,<2>,C1CNCCN1,<5>,C=O,C,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)N1CCC(C(=O)Nc2cccnc2N(C)C)CC1,<bos>,C,N,(,C,),<2>,c1ccncc1,<1>,N,C=O,<0>,C1CCNCC1,<3>,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,,,
CCN(CC)S(=O)(=O)c1cccc(C(=O)N2CCOCC2)c1,<bos>,C,C,N,(,C,C,),O=[SH2]=O,<0>,c1ccccc1,<4>,C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)CCC2,<bos>,C,<1>,c1cnoc1,<0>,<4>,(,C,),O=[SH2]=O,N,<0>,c1ccc2c(c1)CCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COCCn1c(SCCn2ccnc2)nc2ccccc21,<bos>,C,O,C,C,<4>,c1ccc2[nH]cnc2c1,<5>,S,C,C,<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
COc1cccc(C2CC(=O)c3ccc(N)cc3O2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,O=C1CCOc2ccccc21,<7>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(OCCn2nc(C)nc2C)c(C(C)=O)cc1OC,<bos>,C,<0>,c1nc[nH]n1,<3>,<2>,(,C,),C,C,O,<3>,c1ccccc1,<2>,<0>,(,O,C,),<5>,(,O,C,),C=O,C,<eos>,,,,,,,,,,
CCCCc1nnc(NC(=O)c2cn(CC)nc2C(C)CC)s1,<bos>,C,C,C,(,C,),<1>,c1cn[nH]c1,<0>,<3>,(,C,C,),C=O,N,<3>,c1nncs1,<0>,C,C,C,C,<eos>,,,,,,,,,,,,,
CCn1nc(C(=O)Oc2ccc(C(C)=O)cc2)cc1C,<bos>,C,C,<3>,c1cn[nH]c1,<1>,<4>,(,C,),C=O,O,<0>,c1ccccc1,<3>,C=O,C,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-n2ccnc2SC(C)C(=O)NC2CCOCC2)cc1C,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,C,),<2>,c1c[nH]cn1,<3>,S,C,(,C,),C=O,N,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,
COc1cc(CCNC(=O)Cn2nnnc2C)ccc1O,<bos>,C,O,<4>,c1ccccc1,<0>,<3>,(,O,),C,C,N,C=O,C,<4>,c1nnn[nH]1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
COc1cc(C)c(C(=O)NCc2ccnc(OC(C)(C)C)c2)cc1OC,<bos>,C,C,(,C,),(,C,),O,<4>,c1ccncc1,<0>,C,N,C=O,<5>,c1ccccc1,<2>,<3>,(,O,C,),<0>,(,C,),O,C,<eos>,,,,,,,
COc1ccc(OC)c(CN(C)C(=O)C2CCN(C(C)=O)CC2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,<3>,(,O,C,),C,N,(,C,),C=O,<0>,C1CCNCC1,<3>,C=O,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(NC(=O)c2cccnc2SC)cc1F,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,F,),N,C=O,<1>,c1ccncc1,<2>,S,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(OCC(=O)N1CCC(O)(C(F)(F)F)C1)c1ccccc1,<bos>,F,C,(,F,),(,F,),<1>,C1CCNC1,<3>,<1>,(,O,),C=O,C,O,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCN(C(=O)NCc2ccc3c(c2)OCO3)CC1,<bos>,C,O=[SH2]=O,<2>,C1CNCCN1,<5>,C=O,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CNC(=O)c1cc(NCCc2ccccc2F)n2nccc2n1,<bos>,C,N,C=O,<1>,c1cnc2ccnn2c1,<8>,N,C,C,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CC1CCN(C(c2nc3ncc(N)cc3o2)C(C)C)CC1,<bos>,N,<0>,c1cnc2ncoc2c1,<5>,C,(,C,(,C,),C,),<3>,C1CCNCC1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCC(=O)N1CCCCC1)Nc1ccc2[nH]c(=O)oc2c1,<bos>,C1CCNCC1,<3>,C=O,C,C,N,C=O,N,<6>,O=c1[nH]c2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC(C)C(CC(=O)Nc1cc(C(C)C)n[nH]1)C(N)=O,<bos>,C,C,(,C,),<1>,c1cn[nH]c1,<4>,N,C=O,C,C,(,C=O,N,),C,(,C,),C,C,<eos>,,,,,,,,,,,,,,
