smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Cc1nnc(SCC(=O)NC2CCCC(C)C2)n(N)c1=O,<bos>,C,<2>,O=c1cnnc[nH]1,<5>,<6>,(,N,),S,C,C=O,N,<4>,C1CCCCC1,<0>,C,<eos>,,,,,,,,,,,,,,,
COc1ccc(CN(C)C(=O)c2cnn(C)c2C)cc1F,<bos>,C,<3>,c1cn[nH]c1,<0>,<4>,(,C,),C=O,N,(,C,),C,<0>,c1ccccc1,<3>,<4>,(,F,),O,C,<eos>,,,,,,,,
O=C(Cn1nc2c(cc1=O)CCCCC2)NC1CCCC1,<bos>,C1CCCC1,<0>,N,C=O,C,<6>,O=c1cc2c(n[nH]1)CCCCC2,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)S(=O)(=O)C1CN(C(=O)C2CCCC2)C1,<bos>,C,N,(,C,),O=[SH2]=O,<0>,C1CNC1,<2>,C=O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,
O=C(CCc1nc(-c2ncccn2)no1)NC(c1ccccc1)C1CC1,<bos>,C1CC1,<0>,C,(,<0>,c1ccccc1,),N,C=O,C,C,<2>,c1ncon1,<0>,<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,
O=C(Nc1nnc(-c2ccco2)o1)C1(c2cccc(Cl)c2)CCC1,<bos>,Cl,<4>,c1ccccc1,<0>,<0>,C1CCC1,<0>,C=O,N,<0>,c1nnco1,<3>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
CCc1nnc(CN(C)Cc2cc(F)ccc2F)o1,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,N,(,C,),C,<3>,c1nnco1,<0>,C,C,<eos>,,,,,,,,,,,,
CCOC(=O)c1ccc(NC(=O)c2cc(=O)n(C)c3ccccc23)cc1,<bos>,C,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,<3>,O=c1ccc2ccccc2[nH]1,<10>,C,<eos>,,,,,,,,,,,,,,,,,,
CCC(CNC(=O)c1scnc1C)n1cnc(C)cc1=O,<bos>,C,<3>,O=c1ccnc[nH]1,<6>,C,(,C,C,),C,N,C=O,<1>,c1cscn1,<0>,C,<eos>,,,,,,,,,,,,,,,
CCN(CCO)C(=O)c1ccc(Br)cc1,<bos>,O,C,C,N,(,C,C,),C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,
CCOCCNC(=O)c1ccc(Nc2cccc(F)c2)cc1,<bos>,C,C,O,C,C,N,C=O,<0>,c1ccccc1,<3>,N,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,
O=C(c1ccc2c(c1)OCCCO2)N1CCN(c2ncccn2)CC1,<bos>,c1cncnc1,<3>,<5>,C1CNCCN1,<2>,C=O,<0>,c1ccc2c(c1)OCCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCn1nc(C)c(CNC(=O)Cn2nc(-c3ccccc3)ccc2=O)c1C,<bos>,C,C,<3>,c1cn[nH]c1,<0>,<1>,(,C,),<4>,(,C,),C,N,C=O,C,<6>,O=c1cccn[nH]1,<4>,<0>,c1ccccc1,<eos>,,,,,,,,,
CCN1CCC(NC(=O)N(CC(=O)OC(C)C)C2CC2)C1=O,<bos>,C,C,(,C,),O,C=O,C,N,(,<0>,C1CC1,),C=O,N,<2>,O=C1CCCN1,<5>,C,C,<eos>,,,,,,,,,,,
O=C(Nc1ccc(F)cc1)c1ccc(N2CCCCC2)nc1,<bos>,F,<3>,c1ccccc1,<0>,N,C=O,<1>,c1ccncc1,<4>,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(NCCNc1ncnc2c1Cc1ccccc1OC2)C1CCCC1,<bos>,C1CCCC1,<0>,C=O,N,C,C,N,<8>,c1ccc2c(c1)Cc1cncnc1CO2,<eos>,,,,,,,,,,,,,,,,,,,,,,
Clc1ccc2ncn3nc(CC4CCCCC4)nc3c2c1,<bos>,Cl,<1>,c1ccc2c(c1)ncn1ncnc21,<10>,C,<0>,C1CCCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)NCCc2cccc(Cl)c2)n(C)n1,<bos>,C,<3>,c1cn[nH]c1,<4>,<1>,(,C,),C=O,N,C,C,<0>,c1ccccc1,<4>,Cl,<eos>,,,,,,,,,,,,,,,
O=C(NCC1COc2ccccc2O1)Nc1cccnc1,<bos>,c1ccncc1,<1>,N,C=O,N,C,<8>,c1ccc2c(c1)OCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(N)cc1CNc1ccc(OC2CCCC2)cc1,<bos>,C,O,<3>,c1ccccc1,<4>,<0>,(,N,),C,N,<0>,c1ccccc1,<3>,O,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,
COC(=O)c1ccccc1CC(NC(=O)c1cc(C)n[nH]1)C1CC1,<bos>,C,<1>,c1cn[nH]c1,<4>,C=O,N,C,(,<0>,C1CC1,),C,<5>,c1ccccc1,<0>,C=O,O,C,<eos>,,,,,,,,,,,,,
COc1ccc(NC(=O)c2cnn(C)c2)c2cccnc12,<bos>,C,O,<2>,c1ccc2ncccc2c1,<9>,N,C=O,<0>,c1cn[nH]c1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,
C=C(c1ccco1)C1NCCc2cc(F)c(F)cc21,<bos>,F,<1>,c1ccc2c(c1)CCNC2,<9>,<0>,(,F,),<0>,C=C,<0>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,,
CC(Sc1nncn1C1CC1)C(=O)NC1CCOCC1,<bos>,C1CC1,<0>,<4>,c1nnc[nH]1,<0>,S,C,(,C,),C=O,N,<0>,C1CCOCC1,<eos>,,,,,,,,,,,,,,,,,
CCOc1ccccc1C(=O)NC(CO)c1cccs1,<bos>,C,C,O,<5>,c1ccccc1,<0>,C=O,N,C,(,<4>,c1ccsc1,),C,O,<eos>,,,,,,,,,,,,,,,,
CCOc1ccc(C2CC(O)=Nc3c2cnn3C(C)(C)C)cc1,<bos>,C,C,(,C,),(,C,),<3>,C1=Nc2[nH]ncc2CC1,<7>,<0>,(,O,),<3>,c1ccccc1,<0>,O,C,C,<eos>,,,,,,,,,,
Cc1nnc(NC(=O)CSc2ccccc2C)s1,<bos>,C,<0>,c1nncs1,<3>,N,C=O,C,S,<0>,c1ccccc1,<5>,C,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccccc1OCCSc1nnc(-c2ccncc2)o1,<bos>,C,O,<0>,c1ccccc1,<5>,O,C,C,S,<0>,c1nnco1,<3>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
Cn1cc(CC(=O)NCC(O)c2ccco2)c2ccccc21,<bos>,O,C,(,<4>,c1ccoc1,),C,N,C=O,C,<6>,c1ccc2[nH]ccc2c1,<4>,C,<eos>,,,,,,,,,,,,,,,,,
CN(C)C(=O)Cc1csc(NC(=O)NCCc2ccccc2)n1,<bos>,C,N,(,C,),C=O,C,<0>,c1cscn1,<3>,N,C=O,N,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
NC(=O)C1(CNC(=O)c2ccc3ccccc3c2)CCOCC1,<bos>,N,C=O,<0>,C1CCOCC1,<0>,C,N,C=O,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
,<bos>,N,<1>,c1cncnc1,<3>,<5>,(,N,),S,C,C,N,c1ccccc1,<3>,<0>,(,F,),<4>,(,Cl,),O,C,C,<eos>,,,,,,
CC(C)CCC(=O)NCCC(=O)N1CCCCC1,<bos>,C,C,(,C,),C,C,C=O,N,C,C,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,
CS(=O)(=O)N1CCN(C(=O)C2COc3ccccc3C2)CC1,<bos>,C,O=[SH2]=O,<5>,C1CNCCN1,<2>,C=O,<7>,c1ccc2c(c1)CCCO2,<eos>,,,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)NC1(C(=O)c2ccccc2)CCCC1,<bos>,C,C,N,(,C,C,),C=O,N,<0>,C1CCCC1,<0>,C=O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CC(C)(O)c1ccc2nnc(-c3nonc3N)n2c1,<bos>,C,C,(,C,),(,O,),<1>,c1ccn2cnnc2c1,<4>,<0>,c1cnon1,<1>,N,<eos>,,,,,,,,,,,,,,,,
CC(NC(=O)NCc1ccco1)c1ccc(-n2cnnc2)cc1,<bos>,c1nnc[nH]1,<4>,<3>,c1ccccc1,<0>,C,(,C,),N,C=O,N,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
O=C(CCc1cnn(-c2ccccc2)c1)Nn1cnnc1,<bos>,c1ccccc1,<0>,<3>,c1cn[nH]c1,<0>,C,C,C=O,N,<4>,c1nnc[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cc(C#N)ccc1OCC(=O)NCc1ccc2c(c1)OCO2,<bos>,C,O,<4>,c1ccccc1,<3>,<0>,(,C#N,),O,C,C=O,N,C,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,,,
CNC(=O)CNC(=O)Nc1ccn(-c2ncccc2Cl)n1,<bos>,C,N,C=O,C,N,C=O,N,<1>,c1cn[nH]c1,<3>,<2>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,
CCCC1CCCN(C(=O)c2ccc(=O)n(CCOC)n2)C1,<bos>,C,C,C,<1>,C1CCNCC1,<3>,C=O,<4>,O=c1cccn[nH]1,<6>,C,C,O,C,<eos>,,,,,,,,,,,,,,,,,
OCCCc1nc2ccccc2nc1N1CCOCC1,<bos>,O,C,C,C,<6>,c1ccc2nccnc2c1,<5>,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CCC1CCN(C(=O)NC(NC(C)=O)c2ccccc2)CC1,<bos>,C,C=O,N,C,(,<0>,c1ccccc1,),N,C=O,<3>,C1CCNCC1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
CC(=O)Nc1nc2ccc(C(=O)NCc3ncn(C)n3)cc2s1,<bos>,C,C=O,N,<5>,c1ccc2scnc2c1,<1>,C=O,N,C,<0>,c1nc[nH]n1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,
NC(=O)CC(=O)Nc1ccc(C(=O)NCc2cccs2)cc1,<bos>,N,C=O,C,C=O,N,<3>,c1ccccc1,<0>,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,
Cc1ccc(S(=O)(=O)OC(C)C(=O)NC2CC2)cc1F,<bos>,C,<3>,c1ccccc1,<0>,<4>,(,F,),O=[SH2]=O,O,C,(,C,),C=O,N,<0>,C1CC1,<eos>,,,,,,,,,,,,,
O=C(c1ccccn1)N1CCc2onc(-c3cccc(Cl)c3)c2C1,<bos>,Cl,<4>,c1ccccc1,<0>,<0>,c1noc2c1CNCC2,<6>,C=O,<2>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C(=O)Nc2cc(Cl)ccc2F)sc1C,<bos>,C,<1>,c1ccsc1,<4>,<2>,(,C,),C=O,N,<4>,c1ccccc1,<3>,<0>,(,Cl,),F,<eos>,,,,,,,,,,,,,
O=S(=O)(Cc1ccc(F)cc1)NCCc1nnc2n1CCCCC2,<bos>,F,<3>,c1ccccc1,<0>,C,O=[SH2]=O,N,C,C,<0>,c1nnc2n1CCCCC2,<eos>,,,,,,,,,,,,,,,,,,,,
Clc1ccc(NC2=NC=NC3=NC=NC32)c(Cl)c1,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,Cl,),N,<0>,C1=NC=NC2=NC=NC12,<eos>,,,,,,,,,,,,,,,,,,,,
COC(=O)CN1CC(=O)N2C(c3ccccc3)CCCC2(C)C1=O,<bos>,C,<11>,O=C1NCC(=O)N2CCCCC12,<2>,<7>,(,<0>,c1ccccc1,),C,C=O,O,C,<eos>,,,,,,,,,,,,,,,,,,
COC(=O)CSc1nnc(Cc2ccccc2Cl)o1,<bos>,C,O,C=O,C,S,<0>,c1nnco1,<3>,C,<0>,c1ccccc1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,
CC1CCC(NC(=O)COc2ccc3ccc(=O)oc3c2)C(C)C1,<bos>,C,<4>,C1CCCCC1,<3>,<0>,(,C,),N,C=O,C,O,<7>,O=c1ccc2ccccc2o1,<eos>,,,,,,,,,,,,,,,,,
O=c1c(N(c2cccnc2)c2ncccn2)coc2ccccc12,<bos>,c1ccncc1,<1>,N,(,<2>,O=c1ccoc2ccccc12,),<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(Cn1ccc(=O)[nH]c1=O)NC1CCCCCC1,<bos>,C1CCCCCC1,<0>,N,C=O,C,<4>,O=c1cc[nH]c(=O)[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCNC(=O)c1ccnc(NC=Cc2cccnc2)c1,<bos>,C,C,C,N,C=O,<0>,c1ccncc1,<4>,N,<0>,C=C,<1>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,
CC(O)CNC(=O)Cc1nn(-c2ccccc2)c(=O)c2ccccc12,<bos>,C,C,(,O,),C,N,C=O,C,<4>,O=c1[nH]ncc2ccccc12,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
Cc1ccc2ncnc(NCCc3ccccc3)c2c1,<bos>,C,<0>,c1ccc2ncncc2c1,<7>,N,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
Cn1cc(NC(=O)c2ccc(Br)cc2)cn1,<bos>,C,<3>,c1cn[nH]c1,<0>,N,C=O,<0>,c1ccccc1,<3>,Br,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1cccs1)NC1CCN(C(=O)C2CC2)CC1,<bos>,C1CC1,<0>,C=O,<3>,C1CCNCC1,<0>,N,C=O,N,C,<4>,c1ccsc1,<eos>,,,,,,,,,,,,,,,,,,,
CCCNC(=O)Nc1ccc(C)c(NC(=O)C2CCCO2)c1,<bos>,C1CCOC1,<4>,C=O,N,<4>,c1ccccc1,<0>,<3>,(,C,),N,C=O,N,C,C,C,<eos>,,,,,,,,,,,,,,
Nc1ccc2c(c1)nc(CO)n2Cc1cccnc1,<bos>,O,C,<5>,c1ccc2[nH]cnc2c1,<4>,<0>,(,N,),C,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,
CCOCC1CCCN(C(=O)c2cnoc2-c2cccnc2)C1,<bos>,C,C,O,C,<1>,C1CCNCC1,<3>,C=O,<0>,c1cnoc1,<4>,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)c1sc(NC(=O)c2cccnc2N)nc1C,<bos>,C,C=O,<1>,c1cscn1,<3>,<0>,(,C,),N,C=O,<1>,c1ccncc1,<2>,N,<eos>,,,,,,,,,,,,,,,,
O=S(=O)(c1ccncc1)c1nnc(NCc2ccccc2)s1,<bos>,c1ccccc1,<0>,C,N,<3>,c1nncs1,<0>,O=[SH2]=O,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1cccc(Cn2c(N)c(C(N)=O)c3nc4ccccc4nc32)c1,<bos>,C,<0>,c1ccccc1,<4>,C,<6>,c1ccc2nc3[nH]ccc3nc2c1,<8>,<7>,(,N,),C=O,N,<eos>,,,,,,,,,,,,,,,,,
CCn1cc(NC(=O)COc2ccc(OC)cc2)cn1,<bos>,C,O,<0>,c1ccccc1,<3>,O,C,C=O,N,<0>,c1cn[nH]c1,<3>,C,C,<eos>,,,,,,,,,,,,,,,,,
Cn1nc(C(F)F)cc1NC(=O)COc1cccc(F)c1,<bos>,F,C,(,F,),<1>,c1cn[nH]c1,<4>,<3>,(,C,),N,C=O,C,O,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,
O=C(C1CC1)N1CCC(F)(F)C2(CCN(c3ccccc3)C2)C1,<bos>,F,<5>,C1CNCC2(C1)CCNC2,<2>,<5>,(,F,),<8>,(,<0>,c1ccccc1,),C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,
Cn1cc2sc(C(=O)NC(C)(C)C)cc2c1-c1ccoc1,<bos>,C,C,(,C,),(,C,),N,C=O,<0>,c1cc2c[nH]cc2s1,<4>,<3>,(,<0>,c1ccoc1,),C,<eos>,,,,,,,,,,,,
CC1CC=C(C(=O)N2CCCC(n3ncccc3=O)C2)O1,<bos>,C,<3>,C1=COCC1,<1>,C=O,<3>,C1CCNCC1,<1>,<6>,O=c1cccn[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1n[nH]c(C)c1NC(=O)c1ccc2c(=O)n(C)c(=O)n(C)c2n1,<bos>,C,<1>,c1cn[nH]c1,<0>,<4>,(,C,),N,C=O,<8>,O=c1[nH]c(=O)c2cccnc2[nH]1,<2>,<11>,(,C,),C,<eos>,,,,,,,,,,,,,
O=C(CC(O)c1ccccc1)N1CCCCC1CN1CCOCC1,<bos>,O,C,(,<0>,c1ccccc1,),C,C=O,<3>,C1CCNCC1,<2>,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,
CC(C)CC1COCCN1C(=O)c1cccc(-n2cnnn2)c1,<bos>,C,C,(,C,),C,<0>,C1COCCN1,<5>,C=O,<0>,c1ccccc1,<4>,<4>,c1nnn[nH]1,<eos>,,,,,,,,,,,,,,,,
COC(=O)c1ccccc1C(=O)N1CCCN(C(N)=O)CC1,<bos>,C,O,C=O,<0>,c1ccccc1,<5>,C=O,<2>,C1CNCCNC1,<5>,C=O,N,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(OC)c1C(=O)NC(C)c1c(C)nn(C)c1C,<bos>,C,<1>,c1cn[nH]c1,<0>,<3>,(,C,),<4>,(,C,),C,(,C,),N,C=O,<5>,c1ccccc1,<0>,<4>,(,O,C,),O,C,<eos>,,,
COC(=O)c1ccc(NC(=O)CCn2c(=O)[nH]c(=O)c3ccccc32)cc1,<bos>,C,O,C=O,<0>,c1ccccc1,<3>,N,C=O,C,C,<11>,O=c1[nH]c(=O)c2ccccc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(CNC(=O)c2sccc2OC)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,C,N,C=O,<4>,c1ccsc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,,,,
O=C(Nc1ccncc1O)C1CC1c1ccccc1F,<bos>,O,<5>,c1ccncc1,<0>,N,C=O,<0>,C1CC1,<2>,<0>,c1ccccc1,<5>,F,<eos>,,,,,,,,,,,,,,,,,,
,<bos>,O,<5>,<3>,<0>,<4>,(,<0>,C1CCCCC1,),C=O,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,,,
COc1cccc(C(O)CS(=O)(=O)c2ccc(F)cc2)c1,<bos>,C,O,<0>,c1ccccc1,<4>,C,(,O,),C,O=[SH2]=O,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,
Cc1cc(NC(=O)c2ccsc2)ccc1OCc1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,C,O,<3>,c1ccccc1,<0>,<4>,(,C,),N,C=O,<0>,c1ccsc1,<eos>,,,,,,,,,,,,,,
Cc1cccc(-c2noc(CC3NCCNC3=O)n2)c1,<bos>,C,<0>,c1ccccc1,<4>,<0>,c1ncon1,<2>,C,<2>,O=C1CNCCN1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCNC(=O)c1ccc(N(C)C(=O)c2ccnc3ccccc23)cc1,<bos>,c1ccc2ncccc2c1,<7>,C=O,N,(,C,),<3>,c1ccccc1,<0>,C=O,N,C,C,<eos>,,,,,,,,,,,,,,,,,
O=C(CC1OC(=O)c2ccccc21)NCc1ccc2ccccc2c1,<bos>,O=C1OCc2ccccc21,<3>,C,C=O,N,C,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccccc1-c1c2c(nc3nc(N)[nH]c(=O)c13)CCCC2=O,<bos>,C,<0>,c1ccccc1,<5>,<14>,O=C1CCCc2nc3nc[nH]c(=O)c3cc21,<9>,N,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(C)cc(NC(=O)CSc2nc(C)cc(=O)[nH]2)c1,<bos>,C,<2>,c1ccccc1,<0>,<4>,(,C,),N,C=O,C,S,<5>,O=c1ccnc[nH]1,<3>,C,<eos>,,,,,,,,,,,,,,,
CC(C)Cn1nc(C#N)cc1C1CCOCC1,<bos>,C#N,<1>,c1cn[nH]c1,<3>,<4>,(,<0>,C1CCOCC1,),C,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,
COc1ccc(NC(=O)C(CN)C(C)C)cc1Cl,<bos>,C,C,(,C,),C,(,C,N,),C=O,N,<0>,c1ccccc1,<3>,<4>,(,Cl,),O,C,<eos>,,,,,,,,,,
Cc1cc(CNC(=O)c2ccc3c(c2)OCCCO3)c(C)o1,<bos>,C,<4>,c1ccoc1,<1>,<2>,(,C,),C,N,C=O,<0>,c1ccc2c(c1)OCCCO2,<eos>,,,,,,,,,,,,,,,,,,
COCc1ccc(NC(=O)c2nc3ccccc3s2)cc1,<bos>,C,O,C,<0>,c1ccccc1,<3>,N,C=O,<5>,c1ccc2scnc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,
CCOC(=O)CSc1ccc(Oc2cccc(C)c2)nn1,<bos>,C,<0>,c1ccccc1,<4>,O,<5>,c1ccnnc1,<2>,S,C,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,
COC(=O)c1cc(S(=O)(=O)NCc2ccco2)c(C)s1,<bos>,C,O,C=O,<4>,c1ccsc1,<1>,<2>,(,C,),O=[SH2]=O,N,C,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
Cc1nc(C)c(CN(CC(=O)NC2CC2)C(C)C)s1,<bos>,C,<3>,c1cscn1,<1>,<0>,(,C,),C,N,(,C,(,C,),C,),C,C=O,N,<0>,C1CC1,<eos>,,,,,,,,,
Cc1cccc(C)c1N1CCC(C(=O)Nc2ccc(F)cc2)C1=O,<bos>,C,<0>,c1ccccc1,<5>,<4>,(,C,),<5>,O=C1CCCN1,<2>,C=O,N,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,
CC(C)OC1CCCC1NC(=O)Cn1cnc2ccsc2c1=O,<bos>,C,C,(,C,),O,<0>,C1CCCC1,<4>,N,C=O,C,<2>,O=c1[nH]cnc2ccsc12,<eos>,,,,,,,,,,,,,,,,,
O=C(Nc1cccc(-c2ccco2)c1)C1CC1(Cl)Cl,<bos>,Cl,<2>,C1CC1,<0>,<2>,(,Cl,),C=O,N,<0>,c1ccccc1,<4>,<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,
Cc1ccc2nc(CN(C)CC(=O)Nc3nccs3)cn2c1,<bos>,C,<1>,c1ccn2ccnc2c1,<5>,C,N,(,C,),C,C=O,N,<3>,c1cscn1,<eos>,,,,,,,,,,,,,,,,,
COC(C)C(=O)Nc1ccccc1NCc1cc(C)c(C)cn1,<bos>,C,<0>,c1ccncc1,<4>,<1>,(,C,),C,N,<5>,c1ccccc1,<0>,N,C=O,C,(,C,),O,C,<eos>,,,,,,,,,,
Cc1ccc(C(=O)N2C(C)CN(C(=O)OC(C)(C)C)CC2C)n1C,<bos>,C,C,(,C,),(,C,),O,C=O,<2>,C1CNCCN1,<5>,<4>,(,C,),<0>,(,C,),C=O,<2>,c1cc[nH]c1,<4>,<3>,(,C,),C,<eos>,
Cc1cc(C)n2nc(C(=O)N(C3CC3)C(C)c3ccco3)nc2n1,<bos>,C,C,(,<4>,c1ccoc1,),N,(,<0>,C1CC1,),C=O,<5>,c1cnc2ncnn2c1,<1>,<8>,(,C,),C,<eos>,,,,,,,,,,,
Cc1nc(C(C)C)sc1C(=O)COC(=O)c1ccc2c(c1)OCO2,<bos>,C,C,(,C,),<3>,c1cscn1,<1>,<0>,(,C,),C=O,C,O,C=O,<0>,c1ccc2c(c1)OCO2,<eos>,,,,,,,,,,,,,
COc1ccccc1NC(=O)C1CCN(S(=O)(=O)c2cccnc2)CC1,<bos>,C,O,<0>,c1ccccc1,<5>,N,C=O,<0>,C1CCNCC1,<3>,O=[SH2]=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,
COc1cc(OC)c(OC)cc1NC(=O)c1ccc(C2CC2)[nH]c1=O,<bos>,C,O,<0>,c1ccccc1,<2>,<5>,(,O,C,),<3>,(,O,C,),N,C=O,<2>,O=c1cccc[nH]1,<5>,<0>,C1CC1,<eos>,,,,,,,,,
Cc1cc(=O)n(C)cc1NC(=O)c1cc2ccccc2[nH]1,<bos>,C,<3>,O=c1cccc[nH]1,<4>,<6>,(,C,),N,C=O,<5>,c1ccc2[nH]ccc2c1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ccc(-c2ccc(C(=O)Nc3cc(C)on3)c(N)n2)cc1,<bos>,C,O,<0>,c1ccccc1,<3>,<2>,c1ccncc1,<5>,<4>,(,N,),C=O,N,<1>,c1cnoc1,<4>,C,<eos>,,,,,,,,,,,,,
O=C(CCn1nnc2ccccc2c1=O)Nc1nncs1,<bos>,c1nncs1,<0>,N,C=O,C,C,<2>,O=c1[nH]nnc2ccccc12,<eos>,,,,,,,,,,,,,,,,,,,,,,,
O=C(C1CCOC1)N1CCC(n2cccn2)CC1,<bos>,C1CCOC1,<0>,C=O,<3>,C1CCNCC1,<0>,<3>,c1cn[nH]c1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1C,<bos>,C,O,<3>,c1ccccc1,<0>,<4>,(,C,),N,O=[SH2]=O,<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,
Cc1noc2ncc(S(=O)(=O)N(C)Cc3ccccc3)cc12,<bos>,c1ccccc1,<0>,C,N,(,C,),O=[SH2]=O,<0>,c1cnc2oncc2c1,<6>,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(=O)N1CCC(NC(=O)Nc2cnn(C(C)(C)C)c2)CC1,<bos>,C,C,(,C,),(,C,),<3>,c1cn[nH]c1,<0>,N,C=O,N,<0>,C1CCNCC1,<3>,C=O,C,<eos>,,,,,,,,,,,,
CC(C)C(=O)c1c(N)c(C(N)=O)n2ccccc12,<bos>,C,C,(,C,),C=O,<6>,c1ccn2cccc2c1,<4>,<5>,(,N,),C=O,N,<eos>,,,,,,,,,,,,,,,,
O=C(NCc1ncc(-c2ccccc2)o1)c1cc(Cl)c[nH]1,<bos>,Cl,<0>,c1cc[nH]c1,<2>,C=O,N,C,<3>,c1cocn1,<1>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
COc1ncnc2c1CCN(S(=O)(=O)c1cccnc1)CC2,<bos>,C,O,<2>,c1ncc2c(n1)CCNCC2,<8>,O=[SH2]=O,<1>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)cc(-c1nc(C)no1)n2C,<bos>,C,O,<0>,c1ccc2[nH]ccc2c1,<5>,<4>,(,C,),<2>,c1ncon1,<0>,C,<eos>,,,,,,,,,,,,,,,,,,
CC(=O)NC1CCN(C(=O)c2ccc3ccccc3c2)CC1,<bos>,C,C=O,N,<0>,C1CCNCC1,<3>,C=O,<0>,c1ccc2ccccc2c1,<eos>,,,,,,,,,,,,,,,,,,,,,,
