smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
O=C(O)c1ccc(OCc2ccc3ccccc3n2)c(-c2cc(O)cc3ccccc23)c1,<bos>,c1ccc2ncccc2c1,<5>,C,O,<3>,c1ccccc1,<0>,<4>,(,<2>,c1ccc2ccccc2c1,<0>,O,),C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c3c1OC1C4(OC)CC(C)C5(CC4I)[C@](O)(C2)NCC[C@@]315,<bos>,C,O,<5>,c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)NCCC315|14R19S,<14>,<8>,(,O,C,),<13>,(,I,),<10>,(,C,),O,<eos>,,,,,,,,,,,,,,,,,,,,
COc1cccc(CNC(=O)Nc2nccn2Cc2cccc(CCCCCCCBr)c2)c1,<bos>,Br,C,C,C,C,C,C,C,<4>,c1ccccc1,<0>,C,<2>,c1c[nH]cn1,<3>,N,C=O,N,C,<4>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
CCCc1cc(-c2nc3c(Cl)cccn3c(=O)c2C=NNC(C)=O)ccc1O,<bos>,C,C,C,<4>,c1ccccc1,<0>,<3>,(,O,),<3>,O=c1ccnc2ccccn12,<2>,<6>,(,Cl,),<0>,C=N,<1>,N,C=O,C,<eos>,,,,,,,,,,,,,,,,
CCCCCCCCCCCC1(C(=O)c2ccc(Cl)c(-c3nc(C)no3)c2)SCCS1,<bos>,C,C,C,C,C,C,C,C,C,C,C,<3>,C1CSCS1,<3>,C=O,<0>,c1ccccc1,<3>,<4>,(,<2>,c1ncon1,<0>,C,),Cl,<eos>,,,,,,,,,,,,,
CNc1nc(Nc2cccc(O)c2)ncc1Cl,<bos>,O,<4>,c1ccccc1,<0>,N,<3>,c1cncnc1,<0>,<5>,(,N,C,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COC1(Cc2ccccc2)CCN(Cc2ccccc2C(=O)O)CC1,<bos>,c1ccccc1,<0>,C,<0>,C1CCNCC1,<3>,<0>,(,O,C,),C,<0>,c1ccccc1,<5>,C=O,O,<eos>,,,,,,,,,,,,,,,,,,,,,,
COC(=O)C1C2CC3CCC1N3CC2=Cc1ccc(Cl)n2nc(Cl)cc12,<bos>,C,O,C=O,<8>,C=C1CN2C3CCC2CC1C3,<0>,<8>,c1ccn2nccc2c1,<5>,<2>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)c1cc(C)cc(Cn2cc(-c3noc(-c4ccccc4)n3)cn2)c1,<bos>,C,O,C=O,<0>,c1ccccc1,<4>,<2>,(,C,),C,<3>,c1cn[nH]c1,<0>,<0>,c1ncon1,<2>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,
O=C(Nc1cc2cn[nH]c2cc1-c1ccnc(OCCO)c1)c1cc(-c2ccco2)nn1-c1ccccc1,<bos>,O,C,C,O,<4>,c1ccncc1,<0>,<1>,c1ccc2[nH]ncc2c1,<0>,N,C=O,<4>,c1cn[nH]c1,<1>,<3>,(,<0>,c1ccccc1,),<4>,c1ccoc1,<eos>,,,,,,,,,,,,,,,,,
CON=C(NCCCN1CCN(c2ccccc2OC)CC1)c1ccc(F)cc1,<bos>,F,<3>,c1ccccc1,<0>,<0>,C=N,<0>,<1>,(,O,C,),N,C,C,C,<5>,C1CNCCN1,<2>,<5>,c1ccccc1,<0>,O,C,<eos>,,,,,,,,,,,,,,,
Cc1cc(C#N)c(C)c(C(=O)NCc2c(-c3ccccc3)noc2CC2CCC2)c1,<bos>,c1ccccc1,<0>,<1>,c1cnoc1,<0>,<4>,(,C,<0>,C1CCC1,),C,N,C=O,<2>,c1ccccc1,<4>,<0>,(,C,),<3>,(,C,),C#N,<eos>,,,,,,,,,,,,,
COc1cccc(C(c2ccc(C)cc2)N2C[C@@H]3[C@@H](CO)[C@@H]3C2)c1,<bos>,C,O,<4>,c1ccccc1,<0>,C,(,<1>,C1NCC2CC12|3S5R,<4R>,C,O,),<0>,c1ccccc1,<3>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
COc1ccc2c(c1)CCC(Nc1nc3ccccc3nc1Nc1ccccc1)C2C(F)(F)F,<bos>,c1ccccc1,<0>,N,<5>,c1ccc2nccnc2c1,<6>,N,<8>,c1ccc2c(c1)CCCC2,<9>,<0>,(,O,C,),C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,
Oc1cc(Cl)ccc1SC1CCN(CCc2ccc(-c3noc(CC4CCCC4)n3)cc2)CC1,<bos>,O,<4>,c1ccccc1,<0>,<3>,(,S,<0>,C1CCNCC1,<3>,C,C,<0>,c1ccccc1,<3>,<0>,c1ncon1,<2>,C,<0>,C1CCCC1,),Cl,<eos>,,,,,,,,,,,,,,,,
CCCn1nc(-c2ccc(S(C)(=O)=O)cc2)n(Cc2ccc(N=C(N)N)c3ccccc23)c1=O,<bos>,C,C,C,<5>,O=c1[nH]cn[nH]1,<2>,<3>,(,<0>,c1ccccc1,<3>,O=[SH2]=O,C,),C,<2>,c1ccc2ccccc2c1,<9>,<1>,C=N,<0>,<0>,(,N,),N,<eos>,,,,,,,,,,,,,
CC(C)n1cc(C(=O)c2cncc(NC(=O)Oc3ccccc3)c2)c2cncnc21,<bos>,C,C,(,C,),<6>,c1ncc2cc[nH]c2n1,<4>,C=O,<1>,c1ccncc1,<5>,N,C=O,O,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,,
CC(C)n1cc(-c2c(Br)cccc2C(=O)Nc2cnc(C(=O)N3CCN(C)CC3)cn2)cn1,<bos>,Br,<0>,c1ccccc1,<5>,<4>,(,C=O,N,<0>,c1cnccn1,<3>,C=O,<2>,C1CNCCN1,<5>,C,),<0>,c1cn[nH]c1,<3>,C,(,C,),C,<eos>,,,,,,,,,,,,,,
Cc1[nH]c2cc([N+](=O)[O-])ccc2c(=O)c1COCCCCCCN(C)Br,<bos>,C,N,(,C,C,C,C,C,C,O,C,<2>,O=c1cc[nH]c2ccccc12,<3>,<7>,(,O=[NH+][O-],),C,),Br,<eos>,,,,,,,,,,,,,,,,,,
Oc1nc(NC2CCCC2)c2ncn([C@]3(O)OC[C@@H](O)[C@H]3O)c2n1,<bos>,O,<4>,C1CCOC1,<4R>,<1R>,(,O,),<0R>,(,O,),<6>,c1ncc2nc[nH]c2n1,<2>,<0>,(,O,),N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,
C[C@H]1CCCCN1C[C@@H](O)COc1cccc2c1nc(CCC1CCCCC1)n2Cc1cccc(Cc2cncnc2)c1F,<bos>,C,<2S>,C1CCNCC1,<3>,C,C|R,(,O,),C,O,<8>,c1ccc2[nH]cnc2c1,<5>,<4>,(,C,<0>,c1ccccc1,<4>,<5>,(,F,),C,<0>,c1cncnc1,),C,C,<0>,C1CCCCC1,<eos>,,,,,,,
Fc1cc(F)cc(NC2CCC(CN3CCC(c4ccccc4)CC3)CC2)c1,<bos>,F,<2>,c1ccccc1,<0>,<4>,(,F,),N,<0>,C1CCCCC1,<3>,C,<3>,C1CCNCC1,<0>,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,,,
Cc1nc(NC(=O)CC(F)(F)F)ccc1Oc1ccnc(-c2cc(C(N)=O)c[nH]2)c1,<bos>,N,C=O,<0>,c1cc[nH]c1,<2>,<4>,c1ccncc1,<0>,O,<5>,c1ccncc1,<2>,<4>,(,C,),N,C=O,C,C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,
CCN[C@@H](Cc1ccccc1Cl)C(=O)N[C@@H]1CC(=O)NCCCCCNC(=O)[C@H]2CCCN2C(=O)CNC1=O,<bos>,Cl,<5>,c1ccccc1,<0>,C,C|S,(,N,C,C,),C=O,N,<3R>,O=C1CCC(=O)NCC(=O)N2CCCC2C(=O)NCCCCCN1|14R,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CCCc1cccc(CCN2C3=NC[C@@H](Cc4cccc5ccccc45)N3C[C@H]2C(C)CC)c1,<bos>,C,C,C,<0>,c1ccccc1,<4>,C,C,<5>,C1CN2CCNC2=N1,<4R>,<1R>,(,C,<2>,c1ccc2ccccc2c1,),C,(,C,),C,C,<eos>,,,,,,,,,,,,,,,,
CC(=O)N=C1CCN(c2cc(C)c(NC(=O)c3cc(C)nn3-c3ccccc3)cn2)CC1,<bos>,C,<1>,c1cn[nH]c1,<4>,<3>,(,<0>,c1ccccc1,),C=O,N,<5>,c1ccncc1,<2>,<0>,(,C,),<4>,N=C1CCNCC1,<0>,C=O,C,<eos>,,,,,,,,,,,,,,,,
Cc1noc(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)c1C,<bos>,C,<0>,c1cnoc1,<4>,<1>,(,C,),N,O=[SH2]=O,<0>,c1ccc2ccccc2c1,<5>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,
NCc1cccc(NC(=O)c2ccn3c(-c4ccccc4)c(-c4ccccc4)nc3c2)c1,<bos>,c1ccccc1,<0>,<5>,c1ccn2ccnc2c1,<0>,<4>,(,<0>,c1ccccc1,),C=O,N,<0>,c1ccccc1,<4>,C,N,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(c1ccccc1C1CCCC(O)CC1)N1CCCCC1,<bos>,O,<3>,C1CCCCCC1,<0>,<0>,c1ccccc1,<5>,C=O,<3>,C1CCNCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(Cl)cc3O)nc12,<bos>,Cl,<0>,c1ccccc1,<3>,<4>,(,O,),N,<6>,c1ccc2nncnc2c1,<1>,<9>,(,C,),<5>,c1ccccc1,<0>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,
Cc1ccc(OCC(=O)O)c(C(=O)CCCCC(=O)OCCc2ccccc2)c1,<bos>,O,C=O,C,O,<3>,c1ccccc1,<4>,<0>,(,C,),C=O,C,C,C,C,C=O,O,C,C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,
CN(C)Cc1ccccc1Oc1ccc(-c2ccccc2)cc1,<bos>,c1ccccc1,<0>,<3>,c1ccccc1,<0>,O,<5>,c1ccccc1,<0>,C,N,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C1=C(c2cc3ccccc3s2)c2cc(O)ccc2C1=O,<bos>,O,<6>,O=C1C=Cc2ccccc21,<2>,<3>,(,<5>,c1ccc2sccc2c1,),C,(,C,),(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,
O=C(NCc1ccccc1)NCc1cccc(F)c1,<bos>,c1ccccc1,<0>,C,N,C=O,N,C,<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCn1nc(C(N)=O)c2c1-c1nc(Nc3cccc(C(F)(F)F)c3)ncc1CC2,<bos>,F,C,(,F,),(,F,),<4>,c1ccccc1,<0>,N,<0>,c1ncc2c(n1)-c1[nH]ncc1CC2,<7>,<9>,(,C=O,N,),C,C,<eos>,,,,,,,,,,,,,,,,,
CC(C)(C)c1cc(O)cc(C(F)(F)F)c1,<bos>,C,C,(,C,),(,C,),<2>,c1ccccc1,<4>,<0>,(,O,),C,(,F,),(,F,),F,<eos>,,,,,,,,,,,,,,,,
CC(C)n1c(=O)c(Oc2cccc(Cl)c2Cl)cc2cnc(NC3CCCC3)nc21,<bos>,Cl,<5>,c1ccccc1,<0>,<4>,(,Cl,),O,<2>,O=c1ccc2cncnc2[nH]1,<10>,<7>,(,N,<0>,C1CCCC1,),C,(,C,),C,<eos>,,,,,,,,,,,,,,,,
Clc1cc(OC(Cl)c2ccccn2)ccc1-n1ccnc1,<bos>,c1ccncc1,<2>,C,(,Cl,),O,<0>,c1ccccc1,<3>,<4>,(,Cl,),<2>,c1c[nH]cn1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(-c2c(F)[nH]c3ncc(-c4cccc(F)c4)cc23)c(C)c1,<bos>,C,<4>,c1ccccc1,<3>,<0>,(,C,),<6>,c1cnc2[nH]ccc2c1,<0>,<5>,(,F,),<0>,c1ccccc1,<4>,F,<eos>,,,,,,,,,,,,,,,,,,,,
CCOC(=O)Nc1ccc2c(Nc3ccc(F)cc3Br)[nH]nc2c1,<bos>,Br,<4>,c1ccccc1,<3>,<0>,(,F,),N,<6>,c1ccc2n[nH]cc2c1,<1>,N,C=O,O,C,C,<eos>,,,,,,,,,,,,,,,,,,,,,,
N=C(N)SCC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1COc2ccccc2O1,<bos>,N,<0>,C=N,<0>,S,C,C=O,C|S,(,C,<0>,c1ccc2ccccc2c1,),N,C=O,C|S,(,N,C=O,<8R>,c1ccc2c(c1)OCCO2,),C,<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,
CCCCCCc1nnc(N(Cc2ccccc2)c2ccc(C3CCCCC3)cc2)o1,<bos>,C1CCCCC1,<0>,<3>,c1ccccc1,<0>,N,(,C,<0>,c1ccccc1,),<3>,c1nnco1,<0>,C,C,C,C,C,C,<eos>,,,,,,,,,,,,,,,,,,,
CC(C)Oc1ncccc1C1C(C(=O)C(C)(C)CCC(=O)O)C(=O)C(=O)N1c1ccc(-c2ccsc2)cc1,<bos>,C,C,(,C,),O,<2>,c1ccncc1,<1>,<3>,O=C1CCNC1=O,<2>,<4>,(,<0>,c1ccccc1,<3>,<0>,c1ccsc1,),C=O,C,(,C,),(,C,),C,C,C=O,O,<eos>,,,,,,,
NC(CC(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccnnc1,<bos>,c1ccccc1,<0>,C,(,<0>,c1ccccc1,),(,<0>,c1ccccc1,),C,C,(,<0>,c1ccnnc1,),N,<eos>,,,,,,,,,,,,,,,,,,,,,
CCC(C)NC(=O)C#Cc1ccc(C(C)=O)cc1,<bos>,C,C,C,(,N,C=O,<1>,C#C,<0>,<0>,c1ccccc1,<3>,C=O,C,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc(F)c(C(c2ccc3c(-c4ccn[nH]4)nn(F)c3c2)C(F)Br)c1,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,(,<1>,c1ccc2[nH]ncc2c1,<6>,<4>,(,F,),<4>,c1cn[nH]c1,),C,(,Br,),F,<eos>,,,,,,,,,,,,,,
Cc1ccc2c(Cc3cccc4ccccc34)c(CN3CCC(n4c(=O)[nH]c5ncccc54)CC3)[nH]c2c1,<bos>,C,<1>,c1ccc2[nH]ccc2c1,<5>,<6>,(,C,<2>,c1ccc2ccccc2c1,),C,<3>,C1CCNCC1,<0>,<2>,O=c1[nH]c2cccnc2[nH]1,<eos>,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)C(C)c1ccc(OC2CCN(CCc3ccccc3)CC2)cc1,<bos>,C,C,(,<0>,c1ccccc1,<3>,O,<0>,C1CCNCC1,<3>,C,C,<0>,c1ccccc1,),C=O,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,,,,,
CNC(=O)[C@]12CC[C@@H]3C[C@@H](C1)C(=Cc1ccc(F)cc1)CN32,<bos>,C,N,C=O,<7S>,C=C1CN2C3CCC2CC1C3|4R9S,<0>,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCC(c1ccc(Cl)c(Cl)c1)c1ccc2c(c1)CCC2,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,Cl,),C,(,<0>,c1ccc2c(c1)CCC2,),C,C,N,(,C,),C,<eos>,,,,,,,,,,,,,,,,,,,
Cc1nc2ccc(N3CCC(O)(c4cccc(Cl)c4)CC3)nc2n1CC1CCC2(CC1)CC2,<bos>,O,<0>,C1CCNCC1,<3>,<0>,(,<0>,c1ccccc1,<4>,Cl,),<1>,c1cnc2[nH]cnc2c1,<4>,<5>,(,C,),C,<0>,C1CCC2(CC1)CC2,<eos>,,,,,,,,,,,,,,,,,,
O=C(NCC1CCS(=O)(=O)CC1)c1cc(Oc2ccc(CN3CCOCC3)cc2F)ccc1Cl,<bos>,Cl,<3>,c1ccccc1,<0>,<4>,(,C=O,N,C,<5>,O=S1(=O)CCCCC1,),O,<3>,c1ccccc1,<0>,<4>,(,F,),C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,
CCN(CC)c1ccc(Nc2c(C(=O)C3CC3)cnc3ccc(N)cc23)cc1,<bos>,C,C,N,(,C,C,),<0>,c1ccccc1,<3>,N,<7>,c1ccc2ncccc2c1,<6>,<0>,(,N,),C=O,<0>,C1CC1,<eos>,,,,,,,,,,,,,,,,,,
CC(C)(C)c1nc2cc(-c3ccccc3)ccc2n1CCCCN1CCOCC1,<bos>,C,C,(,C,),(,C,),<5>,c1ccc2[nH]cnc2c1,<4>,<0>,(,<0>,c1ccccc1,),C,C,C,C,<5>,C1COCCN1,<eos>,,,,,,,,,,,,,,,,,
CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,<bos>,C,C,<1>,c1cncnc1,<5>,<0>,(,<0>,C#C,<1>,<1>,c1ccncc1,<4>,N,),<0>,c1ccccc1,<3>,<4>,(,Cl,),C=O,<2>,C1CNCCN1,<5>,<0>,C1CCCCC1,<eos>,,,,,,,,,,,
O=C(O)CCC=CCC=CC[C@]1(S)CCC[C@@H]2C[C@@H](O)CC[C@@H]21,<bos>,O,C=O,C,C,<1>,C=C,<0>,C,<1>,C=C,<0>,C,<4R>,C1CCC2CCCCC2C1|3S8R,<4R>,<0S>,(,O,),S,<eos>,,,,,,,,,,,,,,,,,,,
CN1CCN(C2CCC(NC(=O)N[C@@H](C#N)Cc3ccc(OCCc4ccccc4)cc3)CC2)CC1,<bos>,C#N,C|R,(,C,<0>,c1ccccc1,<3>,O,C,C,<0>,c1ccccc1,),N,C=O,N,<3>,C1CCCCC1,<0>,<5>,C1CNCCN1,<2>,C,<eos>,,,,,,,,,,,,,,,,
Fc1ccc(Cc2nc3c(NCCc4cc(F)ccc4F)nccc3o2)cc1,<bos>,F,<0>,c1ccccc1,<4>,<3>,(,F,),C,C,N,<7>,c1cc2ocnc2cn1,<4>,C,<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,,,,,,,
Cc1cc2cc(C(=O)N[C@H]3CC(=O)N(C(CCC(C)C)c4ccc(Cl)cc4)C3)ccc2n1C,<bos>,C,C,(,C,),C,C,C,(,<0>,c1ccccc1,<3>,Cl,),<5>,O=C1CCCN1,<3S>,N,C=O,<0>,c1ccc2[nH]ccc2c1,<4>,<5>,(,C,),C,<eos>,,,,,,,,,,,,
O=C(CO)N[C@H](Cc1ccc(F)c(F)c1F)C(=O)N1CCCN(C(=O)OCc2ccccc2)CC1,<bos>,F,<4>,c1ccccc1,<0>,<5>,(,F,),<3>,(,F,),C,C|R,(,N,C=O,C,O,),C=O,<5>,C1CNCCNC1,<2>,C=O,O,C,<0>,c1ccccc1,<eos>,,,,,,,,,,
Cc1ccc(-c2nn(CC(=O)Nc3ccccc3F)c(C)c2-c2ccc(F)cc2)cc1,<bos>,F,<5>,c1ccccc1,<0>,N,C=O,C,<3>,c1cn[nH]c1,<0>,<1>,(,<3>,c1ccccc1,<0>,C,),<4>,(,C,),<0>,c1ccccc1,<3>,F,<eos>,,,,,,,,,,,,,,
CCC1CCC(N2CCN(CCCOc3ccc(C4NCCc5cnc(Cl)cc54)cc3F)CC2)CC1,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,<9>,c1cc2c(cn1)CCNC2,<0>,Cl,),O,C,C,C,<5>,C1CNCCN1,<2>,<3>,C1CCCCC1,<0>,C,C,<eos>,,,,,,,,,,,,,,,,
Fc1ccc(C(Oc2ccc(Cl)cn2)C2CCNCC2)c(F)c1,<bos>,F,<4>,c1ccccc1,<3>,<0>,(,F,),C,(,<0>,C1CCNCC1,),O,<4>,c1ccncc1,<1>,Cl,<eos>,,,,,,,,,,,,,,,,,,,,,
O=C(CN(CCc1ccc2ccoc2c1)[C@@H]1CCCC[C@@H]1N1CCCC1)N1CCC(Cl)(c2ccccc2)CC1,<bos>,c1ccc2occc2c1,<1>,C,C,N,(,<0R>,C1CCCCC1,<5S>,<3>,C1CCNC1,),C,C=O,<3>,C1CCNCC1,<0>,<0>,(,Cl,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,
CN(CCNCCCCCCCCNc1c2c(nc3ccccc13)CCCC2)CC(=O)O,<bos>,O,C=O,C,N,(,C,),C,C,N,C,C,C,C,C,C,C,C,N,<7>,c1ccc2nc3c(cc2c1)CCCC3,<eos>,,,,,,,,,,,,,,,,,,
Nc1nc(N)c2oc3ncc(Cl)cc3c2n1,<bos>,N,<8>,c1cnc2oc3cncnc3c2c1,<0>,<6>,(,N,),Cl,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COc1cc(Nc2ncnc3ccc(-c4ccc(F)c(F)c4)cc23)ccc1OCCNC1CCCC1,<bos>,C,O,<4>,c1ccccc1,<0>,<3>,(,O,C,C,N,<0>,C1CCCC1,),N,<7>,c1ccc2ncncc2c1,<0>,<0>,c1ccccc1,<4>,<3>,(,F,),F,<eos>,,,,,,,,,,,,,
Cc1cc(F)nc(-c2c[nH]c3ncccc23)n1,<bos>,C,<5>,c1cncnc1,<1>,<3>,(,<6>,c1cnc2[nH]ccc2c1,),F,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CN1CCN(c2cccc(C(F)(F)F)c2)CC1)N1CCN(c2ccnc(Cl)c2)CC1,<bos>,F,C,(,F,),(,<0>,c1ccccc1,<4>,<2>,C1CNCCN1,<5>,C,C=O,<2>,C1CNCCN1,<5>,<0>,c1ccncc1,<4>,Cl,),F,<eos>,,,,,,,,,,,,,,,,
FC(F)(F)Oc1cc(Br)cc(CN(c2ncccn2)C2CCCCC2)c1,<bos>,F,C,(,F,),(,F,),O,<4>,c1ccccc1,<0>,<2>,(,Br,),C,N,(,<0>,C1CCCCC1,),<3>,c1cncnc1,<eos>,,,,,,,,,,,,,,,
Cn1ncc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1N,<bos>,c1ccc2[nH]ccc2c1,<6>,<3>,O=C1C=CC(=O)N1,<2>,<0>,c1cn[nH]c1,<4>,<3>,(,C,),N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
N=C(N)N1CCc2cccc(N)c2C1F,<bos>,N,<0>,C=N,<0>,<8>,c1ccc2c(c1)CCNC2,<2>,<9>,(,F,),N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
N[C@@H](Cc1nc(-c2ccccc2)[nH]c1CC(=O)O)C(=O)N[C@@H]1C[C@H](CC=CCC=CCCC(=O)O)CC1=O,<bos>,O,C=O,C,C,<1>,C=C,<0>,C,<1>,C=C,<0>,C,<3S>,O=C1CCCC1,<5R>,N,C=O,C|S,(,N,),C,<0>,c1c[nH]cn1,<1>,<3>,(,<0>,c1ccccc1,),C,C=O,O,<eos>,,,,,,
COc1ccc2cc3ccsc3nc2c1C1CCN(c2ccncc2)CC1,<bos>,C,O,<1>,c1ccc2nc3sccc3cc2c1,<2>,<0>,C1CCNCC1,<3>,<0>,c1ccncc1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCOCC(Nc1cnc(N2CCN(C)CC2)cn1)c1ccc(Cl)cc1Cl,<bos>,C,C,O,C,C,(,N,<0>,c1cnccn1,<3>,<2>,C1CNCCN1,<5>,C,),<3>,c1ccccc1,<0>,<4>,(,Cl,),Cl,<eos>,,,,,,,,,,,,,,,,
CC(C)Cc1nc(-c2c(-c3ccco3)cc(O)oc2=O)cnc1N,<bos>,N,<3>,c1cnccn1,<4>,<0>,(,<2>,O=c1cccco1,<5>,<3>,(,<4>,c1ccoc1,),O,),C,C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
Cn1c(=O)ccc2c(NS(=O)(=O)c3cccc(C#N)c3)cccc21,<bos>,C,<10>,O=c1ccc2ccccc2[nH]1,<5>,N,O=[SH2]=O,<0>,c1ccccc1,<4>,C#N,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(CCNC(=O)c1ccc(C(c2ccccc2)N2CCCN(C3CCC3)CC2)cc1)NO,<bos>,C1CCC1,<0>,<5>,C1CNCCNC1,<2>,C,(,<3>,c1ccccc1,<0>,C=O,N,C,C,C=O,N,O,),<0>,c1ccccc1,<eos>,,,,,,,,,,,,,,,,,,,
Nc1cc(-c2ccc(OCCCNS(=O)(=O)c3ccccc3C(F)(F)F)cn2)ccn1,<bos>,F,C,(,<0>,c1ccccc1,<5>,O=[SH2]=O,N,C,C,C,O,<1>,c1ccncc1,<4>,<0>,c1ccncc1,<4>,N,),(,F,),F,<eos>,,,,,,,,,,,,,,,
CN1CCc2c(c3cccc(F)c3n2C[C@@H](C=O)NC(=O)[C@H]2Cc3ccccc3CN2)C1,<bos>,C,<11>,c1ccc2c3c([nH]c2c1)CCNC3,<6>,<8>,(,F,),C,C|S,(,N,C=O,<7R>,c1ccc2c(c1)CCNC2,),C=O,<eos>,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)C[N+]12CCC(CC1)[C@@H](Oc1ccc(F)c(F)c1F)C2,<bos>,C,N,(,C,),C=O,C,<2>,C1C[NH+]2CCC1CC2,<0R>,O,<0>,c1ccccc1,<5>,<4>,(,F,),<3>,(,F,),F,<eos>,,,,,,,,,,,,,,,,
CCC1CCCCN1CCCOc1ccc(C)c(-c2ccc(Cl)cc2)c1,<bos>,C,C,<2>,C1CCNCC1,<3>,C,C,C,O,<0>,c1ccccc1,<4>,<3>,(,C,),<0>,c1ccccc1,<3>,Cl,<eos>,,,,,,,,,,,,,,,,,,,
c1cc2c(cc1-c1nc(NC3CCCC3)c3nnn(C4CCOCC4)c3n1)OCO2,<bos>,c1ccc2c(c1)OCO2,<0>,<0>,c1ncc2nn[nH]c2n1,<2>,<6>,(,<0>,C1CCOCC1,),N,<0>,C1CCCC1,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)C=C[C@]1(NS(C)(=O)=O)CCN(C(C)C)C1=O,<bos>,C,C,(,C,),<1>,C=C,<0>,<2R>,O=C1CCCN1,<5>,<2R>,(,N,O=[SH2]=O,C,),C,(,C,),C,<eos>,,,,,,,,,,,,,,,,,
C[C@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@H]3[C@H](C=Cc3c(Cl)cccc3Cl)[C@H]12,<bos>,Cl,<4>,c1ccccc1,<5>,<0>,(,Cl,),<0>,C=C,<1>,<5R>,O=C1OCC2CC3CCCCC3CC12|4S6R11S13R,<3R>,C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,
C=CC(=O)Nc1cc(C(=Nc2ccc(Br)cc2)Nc2cccc(O)c2)ccn1,<bos>,O,<4>,c1ccccc1,<0>,N,<0>,C=N,<0>,<1>,(,<0>,c1ccccc1,<3>,Br,),<0>,c1ccncc1,<4>,N,C=O,<0>,C=C,<eos>,,,,,,,,,,,,,,,,,
Cc1ccccc1-c1nc2cc(C#N)ccc2n1C,<bos>,C,<0>,c1ccccc1,<5>,<5>,c1ccc2[nH]cnc2c1,<4>,<0>,(,C#N,),C,<eos>,,,,,,,,,,,,,,,,,,,,,,,,,,,
